,name,meal-type,specific,net-carbs,Type,calories,Unit,serving,Ingredients,Nutrients,Method,Time,Difficulty,link
26,Low carb granola with cardamom and vanilla,Breakfast,Vegan,13.0,Moderate low carb, 554kcal,US,4,"[(['2½ oz. ', '(½ cup)'], ' almonds'), (['1½ oz. ', '(5 tbsp)'], ' hazelnuts'), (['½ cup ', '(2 oz.)'], 'almond flour'), (['1 oz. ', '(5', '1', '⁄', '3', ' tbsp)'], ' roasted unsweetened coconut chips'), (['1 oz. ', '(3 tbsp)'], ' sesame seeds'), (['1 oz. ', '(3', '1', '⁄', '3', ' tbsp)'], ' sunflower seeds'), (['1½ oz. ', '(5', '1', '⁄', '3', ' tbsp)'], ' pumpkin seeds'), (['2 tsp'], ' ground cardamom (green)'), (['1 tsp'], ' vanilla extract'), (['1 tbsp'], ' coconut oil'), (['¼ cup'], ' water'), (['2 cups ', '(13 oz.)'], ' Greek yogurt (4% fat) or coconut yoghurt'), (['2 oz. ', '(7', '1', '⁄', '3', ' tbsp)'], ' fresh raspberries')]","{'Net-carbs': (' 13g ', '9%'), 'Protien': (' 23g ', '16%'), 'Fat': (' 46g ', '74%'), 'Fiber': '9g', 'Total-Carb': '22g'}","Preheat the oven to 300°F (150°C).,Roughly chop the almonds and hazelnuts.,Mix all the dry ingredients in a bowl.,Melt the coconut oil. Pour the water and vanilla extract into it and stir. Add the dry ingredients and mix thoroughly.,Distribute the mixture evenly onto a baking sheet lined with parchment paper. Heat in the oven for about 30 minutes.,Stir the mixture approximately every ten minutes to ensure that the granola doesn't burn. Monitor closely during the last 5 minutes and remove sooner from the oven, if necessary.,Store the granola in a jar.,Serve with full-fat yogurt, or cream, and berries.",40 m,Easy,https://www.dietdoctor.com/recipes/low-carb-granola-with-yoghurt-and-raspberries
27,Low carb granola with cardamom and vanilla,Breakfast,Vegetarian,13.0,Moderate low carb, 554kcal,US,4,"[(['2½ oz. ', '(½ cup)'], ' almonds'), (['1½ oz. ', '(5 tbsp)'], ' hazelnuts'), (['½ cup ', '(2 oz.)'], 'almond flour'), (['1 oz. ', '(5', '1', '⁄', '3', ' tbsp)'], ' roasted unsweetened coconut chips'), (['1 oz. ', '(3 tbsp)'], ' sesame seeds'), (['1 oz. ', '(3', '1', '⁄', '3', ' tbsp)'], ' sunflower seeds'), (['1½ oz. ', '(5', '1', '⁄', '3', ' tbsp)'], ' pumpkin seeds'), (['2 tsp'], ' ground cardamom (green)'), (['1 tsp'], ' vanilla extract'), (['1 tbsp'], ' coconut oil'), (['¼ cup'], ' water'), (['2 cups ', '(13 oz.)'], ' Greek yogurt (4% fat) or coconut yoghurt'), (['2 oz. ', '(7', '1', '⁄', '3', ' tbsp)'], ' fresh raspberries')]","{'Net-carbs': (' 13g ', '9%'), 'Protien': (' 23g ', '16%'), 'Fat': (' 46g ', '74%'), 'Fiber': '9g', 'Total-Carb': '22g'}","Preheat the oven to 300°F (150°C).,Roughly chop the almonds and hazelnuts.,Mix all the dry ingredients in a bowl.,Melt the coconut oil. Pour the water and vanilla extract into it and stir. Add the dry ingredients and mix thoroughly.,Distribute the mixture evenly onto a baking sheet lined with parchment paper. Heat in the oven for about 30 minutes.,Stir the mixture approximately every ten minutes to ensure that the granola doesn't burn. Monitor closely during the last 5 minutes and remove sooner from the oven, if necessary.,Store the granola in a jar.,Serve with full-fat yogurt, or cream, and berries.",40 m,Easy,https://www.dietdoctor.com/recipes/low-carb-granola-with-yoghurt-and-raspberries
28,Keto cauliflower hash with eggs and Poblano peppers,Breakfast,Dairy-Free,9.0,Moderate low carb, 594kcal,US,2,"[(['4 tbsp'], 'mayonnaise'), (['1 tsp'], ' garlic powder or onion powder (optional)'), (['1 lb'], ' grated cauliflower'), (['1 oz.'], ' butter or coconut oil'), (['1 tsp'], ' olive oil'), (['3 oz.'], 'poblano peppers'), (['6'], 'large eggs'), ('6', 'pimientos de padron', ' ')]","{'Net-carbs': (' 9g ', '6%'), 'Protien': (' 24g ', '17%'), 'Fat': (' 49g ', '77%'), 'Fiber': '6g', 'Total-Carb': '15g'}","Combine mayonnaise and garlic or onion powder in a small bowl and set aside.,Grate the cauliflower, including the stem; either use a hand-held grater or chop it into rough, but fairly small, pieces in a food processor.,Fry grated cauliflower for about five minutes in a generous amount of butter or oil. Season with salt and pepper to taste.,Brush some oil on the poblanos. Fry or grill until the skin starts to bubble a little bit.,Fry the eggs as you like them. Season with salt and pepper to taste. Serve immediately with the roasted poblanos and cauliflower hash. Top with a nice dollop of seasoned mayo.",25 m,Easy,https://www.dietdoctor.com/recipes/keto-cauliflower-hash-eggs-poblano-peppers
29,Keto cauliflower hash with eggs and Poblano peppers,Breakfast,Vegetarian,9.0,Moderate low carb, 594kcal,US,2,"[(['4 tbsp'], 'mayonnaise'), (['1 tsp'], ' garlic powder or onion powder (optional)'), (['1 lb'], ' grated cauliflower'), (['1 oz.'], ' butter or coconut oil'), (['1 tsp'], ' olive oil'), (['3 oz.'], 'poblano peppers'), (['6'], 'large eggs'), ('6', 'pimientos de padron', ' ')]","{'Net-carbs': (' 9g ', '6%'), 'Protien': (' 24g ', '17%'), 'Fat': (' 49g ', '77%'), 'Fiber': '6g', 'Total-Carb': '15g'}","Combine mayonnaise and garlic or onion powder in a small bowl and set aside.,Grate the cauliflower, including the stem; either use a hand-held grater or chop it into rough, but fairly small, pieces in a food processor.,Fry grated cauliflower for about five minutes in a generous amount of butter or oil. Season with salt and pepper to taste.,Brush some oil on the poblanos. Fry or grill until the skin starts to bubble a little bit.,Fry the eggs as you like them. Season with salt and pepper to taste. Serve immediately with the roasted poblanos and cauliflower hash. Top with a nice dollop of seasoned mayo.",25 m,Easy,https://www.dietdoctor.com/recipes/keto-cauliflower-hash-eggs-poblano-peppers
30,Keto bacon and eggs plate,Breakfast,Dairy-Free,9.0,Ketogenic, 937kcal,US,2,"[(['5 oz.'], ' bacon'), (['4'], 'eggs'), (['2 ', '(14 oz.)'], 'avocados'), (['¼ cup ', '(', '4', '⁄', '5', ' oz.)'], ' walnuts'), (['1 tbsp'], ' fresh chives, finely chopped (optional)'), (['½ cup ', '(', '1', '⁄', '3', ' oz.)'], 'arugula lettuce'), (['1 tbsp'], ' olive oil'), ('4', 'eggs', ' ')]","{'Net-carbs': (' 9g ', '4%'), 'Protien': (' 42g ', '19%'), 'Fat': (' 78g ', '78%'), 'Fiber': '16g', 'Total-Carb': '25g'}","Fry the bacon over medium heat until crispy.,Remove from pan and keep warm. Leave the fat that's accumulated in the pan. Lower the heat to medium low and fry the eggs in the same frying pan.,Place bacon, eggs, avocado, nuts, bell pepper and arugula on a plate.,Drizzle the remaining bacon fat on top of the eggs. Season to taste.",15 m,Beginner,https://www.dietdoctor.com/recipes/keto-bacon-and-eggs-plate
31,Keto bacon and eggs plate,Lunch,Dairy-Free,9.0,Ketogenic, 937kcal,US,2,"[(['5 oz.'], ' bacon'), (['4'], 'eggs'), (['2 ', '(14 oz.)'], 'avocados'), (['¼ cup ', '(', '4', '⁄', '5', ' oz.)'], ' walnuts'), (['1 tbsp'], ' fresh chives, finely chopped (optional)'), (['½ cup ', '(', '1', '⁄', '3', ' oz.)'], 'arugula lettuce'), (['1 tbsp'], ' olive oil'), ('4', 'eggs', ' ')]","{'Net-carbs': (' 9g ', '4%'), 'Protien': (' 42g ', '19%'), 'Fat': (' 78g ', '78%'), 'Fiber': '16g', 'Total-Carb': '25g'}","Fry the bacon over medium heat until crispy.,Remove from pan and keep warm. Leave the fat that's accumulated in the pan. Lower the heat to medium low and fry the eggs in the same frying pan.,Place bacon, eggs, avocado, nuts, bell pepper and arugula on a plate.,Drizzle the remaining bacon fat on top of the eggs. Season to taste.",15 m,Beginner,https://www.dietdoctor.com/recipes/keto-bacon-and-eggs-plate
32,BLTA lettuce wraps,Breakfast,Dairy-Free,4.0,Ketogenic, 631kcal,US,2,"[(['6 oz.'], ' bacon in slices'), (['3 tbsp'], 'mayonnaise'), (['2 oz. ', '(1½ cups)'], ' lettuce (2 leaves per serving)')]","{'Net-carbs': (' 4g ', '3%'), 'Protien': (' 31g ', '20%'), 'Fat': (' 53g ', '77%'), 'Fiber': '4g', 'Total-Carb': '8g'}","In a large skillet over medium heat, fry the bacon until crispy, about 5 minutes. Set aside on a paper towel–lined plate to cool. When cool enough to handle, cut each strip in half crosswise.,Squeeze a line of mayonnaise onto each of the lettuce leaves. Top each leaf with a half-slice of tomato, 3 half-slices of bacon, and a slice of avocado. Season to taste with salt and pepper and enjoy!",20 m,Easy,https://www.dietdoctor.com/recipes/blta-lettuce-wraps
33,BLTA lettuce wraps,Lunch,Dairy-Free,4.0,Ketogenic, 631kcal,US,2,"[(['6 oz.'], ' bacon in slices'), (['3 tbsp'], 'mayonnaise'), (['2 oz. ', '(1½ cups)'], ' lettuce (2 leaves per serving)')]","{'Net-carbs': (' 4g ', '3%'), 'Protien': (' 31g ', '20%'), 'Fat': (' 53g ', '77%'), 'Fiber': '4g', 'Total-Carb': '8g'}","In a large skillet over medium heat, fry the bacon until crispy, about 5 minutes. Set aside on a paper towel–lined plate to cool. When cool enough to handle, cut each strip in half crosswise.,Squeeze a line of mayonnaise onto each of the lettuce leaves. Top each leaf with a half-slice of tomato, 3 half-slices of bacon, and a slice of avocado. Season to taste with salt and pepper and enjoy!",20 m,Easy,https://www.dietdoctor.com/recipes/blta-lettuce-wraps
34,Slow-cooked bone broth - 3 ways!,Breakfast,Dairy-Free,0.3,Ketogenic, 134kcal,US,4,"[(['5 lbs'], 'beef bones, or lamb, or a combination of the two'), (['3 tbsp'], ' coconut oil'), (['1 tbsp'], ' salt'), (['1 tsp'], 'black peppercorns'), (['1 tbsp'], ' white wine vinegar'), ('1', 'beef bones, or lamb, or a combination of the two', ' ')]","{'Net-carbs': (' 0.3g ', '1%'), 'Protien': (' 4g ', '12%'), 'Fat': (' 13g ', '87%'), 'Fiber': '0g', 'Total-Carb': '0g'}","Preheat the oven to 450°F (225°C).,Place bones in a baking dish with sides. Brush the bones with melted coconut oil, coating thoroughly.,Roast until the bones are properly browned. This will take about 1-1.5 hours; turn once, about halfway through. Add a cup or two of water towards the end to prevent the juices and flavors from accumulating in the dish from burning.,Roast the bones following steps 1-3. ,Place the bones, herbs, vegetables (if using), and vinegar into the Instant Pot. Completely cover the ingredients with cold water, leaving some space below the “MAX fill” line. ,Place and lock the lid on the Instant Pot. Move the lid’s steam release handle to the “Sealing” position.,On the control panel, select the “Manual” setting/high pressure, and adjust the cooking time to 120 minutes. It can take anywhere from 10 to 40 minutes, within the 120-minute cook time, to preheat the pot to full pressure. ,When the cooking time is up, let the pressure release naturally (approx. 10-15 minutes) until the float valve drops down. Before removing the lid, move the vent handle to the “venting” position to release extra pressure.,Strain the broth over a bowl using a mesh strainer or cheesecloth. The broth is done when it’s deep brown in color and deeply flavorful. Season the broth with salt and pepper to taste. Cool broth to room temperature and then transfer to an airtight container(s). ,Roast the bones following steps 1-3. ,Place the bones, herbs, vegetables (if using), and vinegar into the slow cooker. Fill the slow cooker with water, completely covering the ingredients. Set the temperature to low, and cook for 12-18 hours. The broth is done when it’s deep brown in color and deeply flavorful. Season with salt and pepper to taste.,Strain the broth into a bowl using a mesh strainer or cheesecloth. Cool broth to room temperature and then transfer to an airtight container(s). ,Roast the bones following steps 1-3. ,Transfer the bones, herbs, vegetables (if using), and vinegar into a big pot. Add water to cover the ingredients by a few inches. Boil for 10-15 minutes. Lower the heat and let simmer for 8-24 hours. The broth is done when it’s deep brown in color and flavorful. Season with salt and pepper to taste.,Strain the broth into a bowl using a mesh strainer or cheesecloth. Cool broth to room temperature and then transfer to an airtight container(s). ",20 m + 24 h,Medium,https://www.dietdoctor.com/recipes/bone-broth
35,Fried eggs,Breakfast,Dairy-Free,1.0,Ketogenic, 297kcal,US,2,"[(['2 tbsp'], ' butter or coconut oil'), (['6'], 'eggs'), (['1 cup ', '(2 oz.)'], ' leafy greens'), ('6', 'eggs', ' ')]","{'Net-carbs': (' 1g ', '2%'), 'Protien': (' 17g ', '24%'), 'Fat': (' 24g ', '74%'), 'Fiber': '1g', 'Total-Carb': '2g'}","Heat butter or coconut oil in a frying pan over medium heat.,Crack your eggs straight into the pan. You can also crack them into a measuring cup and carefully pour into the pan to avoid splattering of hot grease. For eggs sunny side up, leave the eggs to fry on one side and cover the pan with a lid to make sure they get cooked on top. For eggs cooked over easy, flip the eggs over after a few minutes and cook for another minute.,Season with salt and pepper.,Serve with some leafy greens.",5 m,Beginner,https://www.dietdoctor.com/recipes/fried-eggs
36,Keto coconut porridge,Breakfast,Dairy-Free,5.0,Ketogenic, 488kcal,US,1,"[(['1 tbsp'], 'coconut flour'), (['¼ tsp'], ' ground psyllium husk powder'), (['¼ tsp'], ' salt'), (['1 oz.'], ' butter or coconut oil'), (['4 tbsp'], 'coconut cream'), ('1', 'eggs, beaten', ' ')]","{'Net-carbs': (' 5g ', '4%'), 'Protien': (' 9g ', '8%'), 'Fat': (' 48g ', '89%'), 'Fiber': '4g', 'Total-Carb': '9g'}","In a small bowl, combine the egg, coconut flour, psyllium husk powder and salt.,Over low heat, melt the butter and coconut cream. Slowly whisk in the egg mixture, combining until you achieve a creamy, thick texture.,Serve with coconut milk or cream. Top your porridge with a few fresh or frozen berries and enjoy!",10 m,Easy,https://www.dietdoctor.com/recipes/keto-coconut-porridge
37,Keto coconut porridge,Breakfast,Vegetarian,5.0,Ketogenic, 488kcal,US,1,"[(['1 tbsp'], 'coconut flour'), (['¼ tsp'], ' ground psyllium husk powder'), (['¼ tsp'], ' salt'), (['1 oz.'], ' butter or coconut oil'), (['4 tbsp'], 'coconut cream'), ('1', 'eggs, beaten', ' ')]","{'Net-carbs': (' 5g ', '4%'), 'Protien': (' 9g ', '8%'), 'Fat': (' 48g ', '89%'), 'Fiber': '4g', 'Total-Carb': '9g'}","In a small bowl, combine the egg, coconut flour, psyllium husk powder and salt.,Over low heat, melt the butter and coconut cream. Slowly whisk in the egg mixture, combining until you achieve a creamy, thick texture.,Serve with coconut milk or cream. Top your porridge with a few fresh or frozen berries and enjoy!",10 m,Easy,https://www.dietdoctor.com/recipes/keto-coconut-porridge
38,Keto fried eggs with kale and pork,Breakfast,Dairy-Free,5.0,Ketogenic, 1123kcal,US,2,"[(['3 oz.'], ' butter or coconut oil, divided'), (['8 oz.'], ' kale, chopped into large pieces (See Tip)'), (['8 oz.'], ' uncooked bacon, cut into 1/4"" (.64 cm) pieces'), (['1 oz.'], ' frozen cranberries'), (['1 oz.'], ' pecans or walnuts, coarsely chopped'), (['4'], 'large eggs'), ('4', 'large eggs', ' ')]","{'Net-carbs': (' 5g ', '2%'), 'Protien': (' 56g ', '20%'), 'Fat': (' 96g ', '78%'), 'Fiber': '6g', 'Total-Carb': '11g'}","Melt two-thirds of the butter in a large frying pan, over medium-high heat. Add the kale and fry for a few minutes, or until lightly browned around the edges. Remove from pan, and set aside.,Add the bacon to the pan, and fry over medium-high heat for 7 - 10 minutes, or until crispy. Transfer to a paper towel-lined plate to absorb any excess fat, and remove the bacon fat from the pan (reserve or discard).,Reduce the heat to medium-low. Return the kale to the pan and add the cranberries and nuts. Stir until warmed through, and then reserve in a bowl.,Melt the remaining butter in the pan, over medium heat. Fry the eggs for a few minutes, or until the whites are set and the yolks thicken. For serving, season with salt and pepper, and plate the eggs with the kale mixture.",25 m,Medium,https://www.dietdoctor.com/recipes/keto-fried-eggs-kale-pork
39,Keto fried eggs with kale and pork,Lunch,Dairy-Free,5.0,Ketogenic, 1123kcal,US,2,"[(['3 oz.'], ' butter or coconut oil, divided'), (['8 oz.'], ' kale, chopped into large pieces (See Tip)'), (['8 oz.'], ' uncooked bacon, cut into 1/4"" (.64 cm) pieces'), (['1 oz.'], ' frozen cranberries'), (['1 oz.'], ' pecans or walnuts, coarsely chopped'), (['4'], 'large eggs'), ('4', 'large eggs', ' ')]","{'Net-carbs': (' 5g ', '2%'), 'Protien': (' 56g ', '20%'), 'Fat': (' 96g ', '78%'), 'Fiber': '6g', 'Total-Carb': '11g'}","Melt two-thirds of the butter in a large frying pan, over medium-high heat. Add the kale and fry for a few minutes, or until lightly browned around the edges. Remove from pan, and set aside.,Add the bacon to the pan, and fry over medium-high heat for 7 - 10 minutes, or until crispy. Transfer to a paper towel-lined plate to absorb any excess fat, and remove the bacon fat from the pan (reserve or discard).,Reduce the heat to medium-low. Return the kale to the pan and add the cranberries and nuts. Stir until warmed through, and then reserve in a bowl.,Melt the remaining butter in the pan, over medium heat. Fry the eggs for a few minutes, or until the whites are set and the yolks thicken. For serving, season with salt and pepper, and plate the eggs with the kale mixture.",25 m,Medium,https://www.dietdoctor.com/recipes/keto-fried-eggs-kale-pork
40,Egg-free keto almond butter pancakes with chia,Breakfast,Dairy-Free,6.0,Ketogenic, 570kcal,US,2,"[(['¼ cup ', '(1', '2', '⁄', '3', ' oz.)'], ' chia seeds, crushed'), (['3 tbsp'], ' pea protein powder (unflavored)'), (['2 tsp'], ' ground psyllium husk powder'), (['½ tsp'], ' baking powder'), (['¼ tsp'], ' salt'), (['¼ tsp'], ' ground cinnamon'), (['¾ cup'], ' unsweetened almond milk'), (['3 tbsp'], ' almond butter, melted'), (['1 tsp'], ' vanilla extract'), (['4 tbsp'], ' coconut oil for frying')]","{'Net-carbs': (' 6g ', '4%'), 'Protien': (' 17g ', '13%'), 'Fat': (' 49g ', '83%'), 'Fiber': '14g', 'Total-Carb': '20g'}","Mix together the dry ingredients in a bowl.,Stir in the almond milk, almond butter, and vanilla extract to form a thick batter.,Heat a skillet with coconut oil on medium-high heat until the coconut oil is melted and the skillet is hot.,Scoop about 3 tablespoons of batter into the skillet per pancake, using a spatula to smooth the batter into a pancake about 3"" (7 cm) in diameter.,Let cook on medium-high heat for 3-4 minutes or until the edges begin to firm up. When the edges are firm, flip the pancake to the other side and continue to cook for 2-3 minutes or until browned and cooked through.",5  + 10 m,Easy,https://www.dietdoctor.com/recipes/egg-free-low-carb-almond-butter-pancakes-with-chia
41,Egg-free keto almond butter pancakes with chia,Breakfast,Vegan,6.0,Ketogenic, 570kcal,US,2,"[(['¼ cup ', '(1', '2', '⁄', '3', ' oz.)'], ' chia seeds, crushed'), (['3 tbsp'], ' pea protein powder (unflavored)'), (['2 tsp'], ' ground psyllium husk powder'), (['½ tsp'], ' baking powder'), (['¼ tsp'], ' salt'), (['¼ tsp'], ' ground cinnamon'), (['¾ cup'], ' unsweetened almond milk'), (['3 tbsp'], ' almond butter, melted'), (['1 tsp'], ' vanilla extract'), (['4 tbsp'], ' coconut oil for frying')]","{'Net-carbs': (' 6g ', '4%'), 'Protien': (' 17g ', '13%'), 'Fat': (' 49g ', '83%'), 'Fiber': '14g', 'Total-Carb': '20g'}","Mix together the dry ingredients in a bowl.,Stir in the almond milk, almond butter, and vanilla extract to form a thick batter.,Heat a skillet with coconut oil on medium-high heat until the coconut oil is melted and the skillet is hot.,Scoop about 3 tablespoons of batter into the skillet per pancake, using a spatula to smooth the batter into a pancake about 3"" (7 cm) in diameter.,Let cook on medium-high heat for 3-4 minutes or until the edges begin to firm up. When the edges are firm, flip the pancake to the other side and continue to cook for 2-3 minutes or until browned and cooked through.",5  + 10 m,Easy,https://www.dietdoctor.com/recipes/egg-free-low-carb-almond-butter-pancakes-with-chia
